id,title,rating,date,body,sentiment,category,satisfied,text
74,B0n choix de livres neufs ou occasion,5,2024-06-27 00:00:00+00:00,B0n choix de livres neufs ou occasion. Toujours livré en temps désigné. ,Negative,Shipping,1,B0n choix de livres neufs ou occasion B0n choix de livres neufs ou occasion. Toujours livré en temps désigné. 
75,Trouvé facilement ce que je souhaitais,5,2024-06-27 00:00:00+00:00,"Trouvé facilement ce que je souhaitais, rapidement expédié et en très bon état.",Neutral,Uncategorized,1,"Trouvé facilement ce que je souhaitais Trouvé facilement ce que je souhaitais, rapidement expédié et en très bon état."
76,Produit conforme,5,2024-06-26 00:00:00+00:00,"Produit conforme, au meilleur prix sur le marché à la date d'achat.
Le bémol sur le délai de livraison, un peu long (12 jours)",Negative,Shipping,1,"Produit conforme Produit conforme, au meilleur prix sur le marché à la date d'achat.
Le bémol sur le délai de livraison, un peu long (12 jours)"
77,Rakuten les bonnes affaires,5,2024-06-19 00:00:00+00:00,large choix de produit reduction et protection acheteur,Neutral,Marketplace,1,Rakuten les bonnes affaires large choix de produit reduction et protection acheteur
78,Site sécurisé avec un service client…,5,2024-06-26 00:00:00+00:00,Site sécurisé avec un service client joignable si besoin est.,Negative,Customer Service,1,Site sécurisé avec un service client… Site sécurisé avec un service client joignable si besoin est.
79,La commande n'a été envoyée qu'après…,2,2024-06-18 00:00:00+00:00,"La commande n'a été envoyée qu'après une relance. 
Cependant, la communication a été satisfaisante et l'objet est arrivé en bon état. ",Negative,Customer Service,0,"La commande n'a été envoyée qu'après… La commande n'a été envoyée qu'après une relance. 
Cependant, la communication a été satisfaisante et l'objet est arrivé en bon état. "
80,Facilité de commande ,4,2024-06-19 00:00:00+00:00,"Facilité de commande 
pas très réactif : 2jours pour avoir un code , peut mieux faire .",Negative,Customer Service,1,"Facilité de commande  Facilité de commande 
pas très réactif : 2jours pour avoir un code , peut mieux faire ."
81,Vendeur très sérieux..,5,2024-06-26 00:00:00+00:00,"Vendeur très sérieux, rapide, notice claire et complète.
Super !",Positive,Uncategorized,1,"Vendeur très sérieux.. Vendeur très sérieux, rapide, notice claire et complète.
Super !"
82,Je n'ai rien à signaler ou raconter car…,5,2024-06-18 00:00:00+00:00,Je n'ai rien à signaler ou raconter car tout s'est bien passé.,Negative,Uncategorized,1,Je n'ai rien à signaler ou raconter car… Je n'ai rien à signaler ou raconter car tout s'est bien passé.
83,Très bien,5,2024-06-26 00:00:00+00:00,"Commande DVD, rapide bien emballés avec un cadeau merci ",Positive,Customer Service,1,"Très bien Commande DVD, rapide bien emballés avec un cadeau merci "
84,Top!,5,2024-06-27 00:00:00+00:00,Top. Bien emballé et livraison tres rapide,Positive,Shipping,1,Top! Top. Bien emballé et livraison tres rapide
85,Conforme à la description,4,2024-06-18 00:00:00+00:00,"Conforme à la description
Convient pour un semi professionnel",Negative,Uncategorized,1,"Conforme à la description Conforme à la description
Convient pour un semi professionnel"
86,Rakuten site attractif,5,2024-06-28 00:00:00+00:00,"Envois rapides et soignés.
Prix souvent attractifs.",Neutral,Shipping,1,"Rakuten site attractif Envois rapides et soignés.
Prix souvent attractifs."
87,Bien livré au devant moi à 1er étage et…,5,2024-06-27 00:00:00+00:00,Bien livré au devant moi à 1er étage et rapidement ,Positive,Shipping,1,Bien livré au devant moi à 1er étage et… Bien livré au devant moi à 1er étage et rapidement 
88,Premier achat,5,2024-06-26 00:00:00+00:00,"Premier achat, prix attractif, très bon rapport qualité/prix, livraison rapide.",Neutral,Shipping,1,"Premier achat Premier achat, prix attractif, très bon rapport qualité/prix, livraison rapide."
89,Recherche facile sur le site,5,2024-06-26 00:00:00+00:00,"Recherche facile sur le site
Livraison rapide et sérieuse
",Neutral,Shipping,1,"Recherche facile sur le site Recherche facile sur le site
Livraison rapide et sérieuse
"
90,matériel conforme et livré en 7 jours .,5,2024-06-26 00:00:00+00:00,"matériel conforme et livré en 7 jours .
Prix le plus performant du marché",Negative,Shipping,1,"matériel conforme et livré en 7 jours . matériel conforme et livré en 7 jours .
Prix le plus performant du marché"
91,Achat,5,2024-06-28 00:00:00+00:00,Très bien et livraison rapide.je remercie Rakuten. ,Positive,Shipping,1,Achat Très bien et livraison rapide.je remercie Rakuten. 
92,Produit et livraison ok,5,2024-06-27 00:00:00+00:00,Livraison dans les temps. Produit en bon état et conforme à la commande. On ne peut rien demander de plus. C'est ok,Negative,Customer Service,1,Produit et livraison ok Livraison dans les temps. Produit en bon état et conforme à la commande. On ne peut rien demander de plus. C'est ok
93,Tout s'est bien passé et rapidement je…,5,2024-06-28 00:00:00+00:00,Tout s'est bien passé et rapidement je suis très content de mon achat.,Neutral,Uncategorized,1,Tout s'est bien passé et rapidement je… Tout s'est bien passé et rapidement je suis très content de mon achat.
94,Commande très facile et livraison dans…,5,2024-06-27 00:00:00+00:00,Commande très facile et livraison dans les temps. Parfait achat,Neutral,Customer Service,1,Commande très facile et livraison dans… Commande très facile et livraison dans les temps. Parfait achat
95,Déroulement des Achats ,5,2024-06-27 00:00:00+00:00,"Bonjour
Les achats se sont déroulés correctement.",Negative,Uncategorized,1,"Déroulement des Achats  Bonjour
Les achats se sont déroulés correctement."
96,Des achats réussis…,5,2024-06-27 00:00:00+00:00,"articles décrits avec précision et justesse, pas de déception; envoi rapide et sécurisé; bonne communication avec le vendeur.",Neutral,Shipping,1,"Des achats réussis… articles décrits avec précision et justesse, pas de déception; envoi rapide et sécurisé; bonne communication avec le vendeur."
97,Très bien,5,2024-06-27 00:00:00+00:00,Le livre correspond bien à l'annonce ! Merci,Neutral,Uncategorized,1,Très bien Le livre correspond bien à l'annonce ! Merci
98,Transaction conforme et sécurisé,5,2024-06-19 00:00:00+00:00,"Transaction conforme et sécurisé
Vendeur au top",Neutral,Uncategorized,1,"Transaction conforme et sécurisé Transaction conforme et sécurisé
Vendeur au top"
99,conforme au descriptif,5,2024-06-27 00:00:00+00:00,"conforme au descriptif, bien emballé, envoie rapide",Positive,Shipping,1,"conforme au descriptif conforme au descriptif, bien emballé, envoie rapide"
100,Très bonne expérience et vendeur super.,5,2024-06-26 00:00:00+00:00,"Très bonne expérience et vendeur super.
",Positive,Uncategorized,1,"Très bonne expérience et vendeur super. Très bonne expérience et vendeur super.
"
101,Transaction parfaite à tous niveaux.,5,2024-06-27 00:00:00+00:00,Transaction parfaite à tous niveaux.,Neutral,Uncategorized,1,Transaction parfaite à tous niveaux. Transaction parfaite à tous niveaux.
102,Procédures de vente et d'achat plutôt…,4,2024-06-18 00:00:00+00:00,Procédures de vente et d'achat plutôt faciles,Negative,Marketplace,1,Procédures de vente et d'achat plutôt… Procédures de vente et d'achat plutôt faciles
103,Correspond à mes attentes ,5,2024-06-18 00:00:00+00:00,"Correspond à mes attentes 
Délais rapides",Neutral,Shipping,1,"Correspond à mes attentes  Correspond à mes attentes 
Délais rapides"
104,Dans l'ensemble une bonne expérience,5,2024-06-19 00:00:00+00:00,"Dans l'ensemble une bonne expérience. Accompagnement dans l'achat jusqu'à la livraison. Disponibilité des vendeurs, leur réactivité. ",Neutral,Shipping,1,"Dans l'ensemble une bonne expérience Dans l'ensemble une bonne expérience. Accompagnement dans l'achat jusqu'à la livraison. Disponibilité des vendeurs, leur réactivité. "
105,Performant,5,2024-06-27 00:00:00+00:00,"Performant, rapide, j'aime bien !",Positive,Uncategorized,1,"Performant Performant, rapide, j'aime bien !"
106,Commande bien reçu,5,2024-06-27 00:00:00+00:00,"Commande bien reçu, un peu long pour la livraison ",Neutral,Customer Service,1,"Commande bien reçu Commande bien reçu, un peu long pour la livraison "
107,Meilleur rapport qualité/prix !,5,2024-06-27 00:00:00+00:00,Meilleur rapport qualité/prix !,Neutral,Uncategorized,1,Meilleur rapport qualité/prix ! Meilleur rapport qualité/prix !
108,J'ai trouvé rapidement et facilement ce…,5,2024-06-27 00:00:00+00:00,J'ai trouvé rapidement et facilement ce que je cherchais ,Neutral,Uncategorized,1,J'ai trouvé rapidement et facilement ce… J'ai trouvé rapidement et facilement ce que je cherchais 
109,Article arrivée en bonne état,5,2024-06-18 00:00:00+00:00,Article arrivée en bonne état,Neutral,Marketplace,1,Article arrivée en bonne état Article arrivée en bonne état
110,Satisfait de ma première commande chez…,5,2024-06-27 00:00:00+00:00,Satisfait de ma première commande chez Rakuten ,Neutral,Customer Service,1,Satisfait de ma première commande chez… Satisfait de ma première commande chez Rakuten 
111,Livre en parfait état,5,2024-06-19 00:00:00+00:00,"Livre en parfait état, vendeur sérieux",Neutral,Uncategorized,1,"Livre en parfait état Livre en parfait état, vendeur sérieux"
112,Produits conformes à l’annonce,5,2024-06-26 00:00:00+00:00,Produits conformes à l’annonce.  Envoi rapide ,Neutral,Shipping,1,Produits conformes à l’annonce Produits conformes à l’annonce.  Envoi rapide 
113,Colis reçu,5,2024-06-27 00:00:00+00:00,Colis reçu. Suivi ok. Merci ,Neutral,Shipping,1,Colis reçu Colis reçu. Suivi ok. Merci 
114,Envoie rapide et soigné.,5,2024-06-28 00:00:00+00:00,Envoie rapide et soigné.,Neutral,Shipping,1,Envoie rapide et soigné. Envoie rapide et soigné.
115,Très bonne expérience le seul site qui…,5,2024-06-19 00:00:00+00:00,Très bonne expérience le seul site qui offre du cash back en retour,Neutral,Shipping,1,Très bonne expérience le seul site qui… Très bonne expérience le seul site qui offre du cash back en retour
116,Le téléphone est génial,5,2024-06-19 00:00:00+00:00,Le téléphone est génial,Neutral,Electronics,1,Le téléphone est génial Le téléphone est génial
117,Conforme au produit commandé,5,2024-06-19 00:00:00+00:00,Conforme au produit commandé ,Negative,Marketplace,1,Conforme au produit commandé Conforme au produit commandé 
118,Tout s'est très bien passé,5,2024-06-18 00:00:00+00:00,"Tout s'est très bien passé, comme d'habitude.",Negative,Uncategorized,1,"Tout s'est très bien passé Tout s'est très bien passé, comme d'habitude."
119,colis reçu en temps voulu,5,2024-06-18 00:00:00+00:00,colis reçu en temps voulu,Negative,Shipping,1,colis reçu en temps voulu colis reçu en temps voulu
120,Envoie ultra rapide emballage discret…,5,2024-06-28 00:00:00+00:00,Envoie ultra rapide emballage discret et parfait ,Positive,Shipping,1,Envoie ultra rapide emballage discret… Envoie ultra rapide emballage discret et parfait 
121,Tout est parfait.. parfait ,5,2024-06-26 00:00:00+00:00,Tout est parfait... Comme d'habitude !,Positive,Uncategorized,1,Tout est parfait.. parfait  Tout est parfait... Comme d'habitude !
122,Je suis satisfait de la commande que…,5,2024-06-28 00:00:00+00:00,Je suis satisfait de la commande que j’ai faite !,Neutral,Customer Service,1,Je suis satisfait de la commande que… Je suis satisfait de la commande que j’ai faite !
123,Très bien emballé rien à dire  sérieux,5,2024-06-27 00:00:00+00:00,"

Très bien emballé rien à dire  sérieux ",Neutral,Uncategorized,1,"Très bien emballé rien à dire  sérieux 

Très bien emballé rien à dire  sérieux "
124,Les livraisons étaient conformes …,5,2024-06-18 00:00:00+00:00,"Les livraisons étaient conformes à mes commandes

",Negative,Customer Service,1,"Les livraisons étaient conformes … Les livraisons étaient conformes à mes commandes

"
125,colis bien reçu,5,2024-06-28 00:00:00+00:00,colis bien reçu,Neutral,Shipping,1,colis bien reçu colis bien reçu
126,Excellent comme toujours,5,2024-06-18 00:00:00+00:00,Excellent comme toujours,Neutral,Uncategorized,1,Excellent comme toujours Excellent comme toujours
