title,rating,date,body,sentiment,category,month_year,satisfied
Je suis très heureux d'avoir fait…,5,2024-04-03 00:00:00,"Je suis très heureux d'avoir fait connaissance avec cette collection, bien sûr, ce n'était pas mon premier achat, mais je recommande fortement que tout soit prêt.",Positive,Customer Service,2024-04,1
 0 etoile ,1,2024-05-07 00:00:00,"Si je pouvez mettre 0 etoile je le ferais. 
2 eme commande sur rueducommerce et encore déçus. Du retard dans la livraison de10 jours et un produit manquant dans la commande. 
Enfin un service client peu reactif et non joignable par téléphone… 
Je ne recommande pas du tout et c est bien ma dernière commande. ",Negative,Electronics,2024-05,0
Le pire site de vente auquel j'ai eu à faire,1,2024-05-03 00:00:00,"Ne jamais avoir de problème avec un produit défectueux et sous garantie acheté sur cette plateforme. Ils sont très aimables et courtois au téléphone, ils jouent très bien le numéro de ""l'engagement sérieux et des prises de mesures pour vous aider etc...."", pour au final vous la mettre bien profond et ne surtout pas vous rembourser. Deux achats sur cette plateforme, deux produits ""maquillés"" vendus ""neuf"" mais qui sont en fait des reconditionnés. Pour vendre ils sont forts, mais ne comptez pas sur eux pour vous dédommager si votre achat a dépassé les 21 jours de ""délai légal"". Ce site est une arnaque.",Neutral,Electronics,2024-05,0
Parti chercher le livreur moi-même,3,2024-04-01 00:00:00,"J'ai été chercher mon colis en allant trouver moi même le livreur, celui ci avait une veste FideliCourse, un camion FeDex et faisait des livraisons pour TNT.
Énorme galère pour la livraison, et une fois l'article pris en charge par les livreurs, RdC ne peut plus rien faire.

Mais au final j'ai réussi à avoir un article qui a l'air fonctionnel malgré l'état de l'emballage donc : 3 étoiles.",Positive,Shipping,2024-04,0
Gros retard sur la commande,1,2024-05-11 00:00:00,"
Commande toujours ""en cours de préparation"" après plus de 10 jours, site indiquait pourtant pour tous les articles ""En stock - Sera reçu sous 3jours"".
Le seul email reçu est pour me dire que finalement un des articles n'est plus disponible. Je l'ai donc commandé sur Amazon et reçu en 24h.
Sera-t-il de même pour les deux autres articles ?",Neutral,Customer Service,2024-05,0
Commande encaissée puis plus rien..,1,2024-03-10 00:00:00,"Commande encaissée puis plus rien... 
Puis vous recevez un mail 1 mois et demi après pour vous dire que votre commande est remboursée sans aucune autre explication.
Une honte et pendant ce temps là, il spécule avec votre argent (commande de plus de 400€).
A fuir !!!
Concernant la réponse du site en question aucunes excuses que des justifications infondées.
1- Aucune rupture de produit concernant le fabricant en question (produit disponible sous 48h chez la plupart des revendeurs).
2- Impossible d'intervenir (message, annulation ou autre) sur une commande en cours.
3- La note moyenne attribuée par les utilisateurs de ce site de commerce parle d'elle même !",Negative,Customer Service,2024-03,0
J'ai acheté un portable sur leur site,1,2024-04-27 00:00:00,"J'ai acheté un portable sur leur site, le Samsung s23 + à 740euros, il était indiqué neuf alors que la batterie se décharge rapidement, même pas possible de sortir sans mon chargeur, je demande un remboursement on me refuse car cela fait plus de 14 jours..et me propose que je renvoie le portable à mes frais de retour, et qu'il me renvoie ""un famblant neuf"" alors que je veux juste un remboursement et je le renvoie, (même pas sur d'avoir un portable en retour donc je refuse). De plus que jai attendu très longtemps pour recevoir la commande...Site à fuir !!! ",Neutral,Customer Service,2024-04,0
Je viens d'acheter un électroménager et…,1,2024-05-06 00:00:00,Je viens d'acheter un électroménager et moment de payer je reçois voulez-vous un remboursement de 20 euros au nom de rue du commerce j'accepte et finalement plus je m'aperçois de l'arnaque aucun remboursement mais j'ai contracté un abonnement à 21.90 mensuel pour des soit-disant réductions ! Rue du commerce accepté que des site frauduleux sur leur site c'est la dernière que j'achète chez eux!!,Neutral,Electronics,2024-05,0
Belle ARNAQUE ce site,1,2024-05-23 00:00:00,"J'ai acheté sur Rue du Commerce un I7 14700k chez  Bestdigit.it, ils expédient un I5 et parallèlement m’écrivent un mail que c'est un I5 qu'ils ont envoyé.
Arnaque bien ficelé!
Commande n°46224614 du 23/05/2024",Neutral,Customer Service,2024-05,0
Bonjour j'ai commandé une alimentation…,2,2024-05-29 00:00:00,"Bonjour j'ai commandé une alimentation pc et une carte mère neuve, j'ai reçu une carte mère déjà ouverte au prix neuf !!!",Neutral,Uncategorized,2024-05,0
SAV Catastrophique a fuir !,1,2024-03-11 00:00:00,SAV Catastrophique a fuir !! J’ai commandé une TV que je n’ai jamais reçue. Livraison a domicile le livreur m’appelle pour me dire de chercher le colis a 1h de chez moi! Sans aucune autre possibilité je refuse donc et ils renvoient le colis. Plus d’un mois et toujours aucun remboursement juste des mails tout les 3j me disant que rue du commerce mêne une enquête auprès du transporteur pour savoir où est le colis. Malgré de nombreuses relances ils ne font rien je suis délesté de 430€ et aucun remboursement. Ne perdez pas votre temps commandez sur des sites sérieux type amazon ou ils vous remboursent et se débrouillent avec leur transporteur après. ,Neutral,Electronics,2024-03,0
POLITIQUE ANTI REMBOURSEMENT /…,1,2024-05-09 00:00:00,"POLITIQUE ANTI REMBOURSEMENT / SMARTPHONE DEFECTUEUX & NON MARCHÉ EU

Rue du Commerce m'a vendu un smartphone samsung S21 non destiné au marché eu et défectueux (donc pas de garantie de la part de samsung).

> Ce n'est qu'une fois la commande passé que j'ai été avertie qu'il n'était pas destiné à notre marché européen. 
> 3 mois après mon téléphone tombe en panne. 

> Résultats :
- Pas de réparation de la part de samsung
- Absence de réponse du vendeur
- Rue du commerce qui ne prend pas en considération ma demande et cherche à fuir ses obligations.

Ce n'est qu'après : 
- 3 mois
- une 10zaine de messages 
- et un courrier recommandé 
que ma demande à enfin pu être étudiée ! 

Aujourd'hui j'ai reçu mon remboursement, mais je peux vous dire que c'est bien la dernière fois que je commande sur ce site !",Negative,Electronics,2024-05,0
Livraison très rapide,4,2024-03-26 00:00:00,"Livraison très rapide, le produit reçu (CGU RTX4060Ti) est conforme à ma commande. Par contre les performances de celle ci ont été décevante : au plus +10% de gain par rapport à mon ancien GPU RTX2070.  Passionné sur FS2020 en VR, tous les paramètrages différents ont été décevantes ( et notamment le DLSS 3.0 qui rend flou le graphisme ! ).  DONC très déçu, j'ai retourné le produit.  AUCUN soucis concernant le SAV Rue du commerce -> merci à eux pour la réactivité.",Positive,Customer Service,2024-03,1
Experience déplorable,1,2024-04-15 00:00:00,"Experience déplorable. 
Je commande un article qui devait arriver sous 7 jours. Je les contacte car je n'ai pas accès au suivi du colis, leur seule réponse a été de m'informer de l'annulation de la commande pour rupture de stock. 
L'articlé était pourtant bien indiqué ""en stock"" lors de la commande.
Bref, sans contact de ma part, pour savoir où en était cette commande, j'attendrai toujours ...",Neutral,Customer Service,2024-04,0
Satisfait,4,2024-04-30 00:00:00,"L'article ne venant pas au bout de 10 jours, j'ai contacté RDC qui a fait le nécessaire auprès du vendeur. Je reconnais qu'ils ont été réactifs et le vendeur m'a par la suite contacté et envoyé le produit dans un délai correct.",Positive,Customer Service,2024-04,1
J'ai acheté sur le site Rue du commerce,5,2023-07-20 00:00:00,"J'ai acheté sur le site Rue du commerce, car il proposait le meilleur rapport qualité/prix du marché. La livraison a été faite en moins de 15 jours.
De plus, j'ai demandé à obtenir de l'expéditeur (DealNet-Zone) une facture, 9 mois après avoir effectué l'achat, et celui-ci me l'a envoyé aujourd'hui.",Positive,Shipping,2023-07,1
J'ai commandé un boitier d'ordinateur…,1,2024-03-28 00:00:00,"J'ai commandé un boitier d'ordinateur neuf et j'ai recu a la place un ordinateur d'occasion delabré, le contenant du colis avait été remplacé, le SAV refuse d'assumer la responsabilité du probleme et accuse le transporteur. le SAV refuse de me rembourser et de m'envoyer le produit. Site a fuir si vous avez un problème avec eux, le SAV est lent et malhonnête.",Neutral,Electronics,2024-03,0
Stock alors que rupture,1,2024-05-15 00:00:00,"Pour resumer mon problèmes, le site met en vente des composants en rupture de stock (plusieurs en l’espèce) qui ne seront plus jamais disponible (preuve en pièce jointe). Ensuite, malgré un service client efficace le remboursement d’une pièce qui est en RUPTURE de stock prend QUINZE jours (Rien de mieux pour commencer une journée). Evidemment que pour tout ces désagréments aucun geste commerciale m’a été promis, au point où je devais moi meme en demander un. Enfin , quoi de mieux que le fameux « Livraison express a domicile … arrive en 2 jours » sur des articles qui ont un statut « EN STOCK », pour qu’au final le jour j de la dite livraison « EXPRESS » aucun mail ne m’est parvenu pour m’informer que le produit etait en rupture de stock (pour ajouter de l’huile sur le feu, j’ai du moi meme appeler le service client pour demander si le produit etait bel et bien en rupture…)

Bref aujourd’hui, je suis en attente d’un composant de remplacement pour mon ordinateur (d’urgence évidemment) et je n’aurai que la réponse demain. La demande de substitution du produit a été faite du simple fait que j’en ai ras le bol de l’attente et que c’est mon ordinateur de travail, en espérant que la réponse est positive..
",Positive,Electronics,2024-05,0
Commandé une trottinette le 2/3,1,2024-04-02 00:00:00,"Commandé une trottinette le 2/3, expédition le 23/3, et livraison promise le 2/4. 

Aujourd’hui, le colis est introuvable. 

Face à ma demande de réenvoi ou de remboursement, on me demande d’attendre 21 jours pour une solution. Inacceptable !

Je déconseille ce site pour son manque d’action rapide et son service client inefficace.
",Positive,Customer Service,2024-04,0
Des escrocs,1,2024-03-15 00:00:00,J'attends depuis 2 mois un remboursement sur un téléphone défectueux qu'ils ont bien reçu. A ce jour ils font le mort je n'ai plus de nouvelles d'eux. Au téléphone ils m'indiquent que le nécessaire a été fait mais je n'ai toujours rien sur le compte. Se sont des escrocs et je ne vais pas me laisser faire. Si d'autre personne veulent monter un collectif n'hesitez pas à me contacter.,Neutral,Electronics,2024-03,0
J’ai acheté une batterie…,1,2024-04-03 00:00:00,"J’ai acheté une batterie d’additionnelle de marque APPLE pour un iPhone vendue par une boutique partenaire”espace-disque” localisée au Luxembourg.

La batterie ne chargeait pas.

Le vendeur m’a expliqué que les « batteries c’étaient comme les chaussures » qu’il fallait les faire en me proposant tout un tas de manip inutiles

Et puis ensuite on m’a gentiment demandé de me demerder avec APPLE

J’ai découvert que le vendeur n’avait pas renseigné la date de la vente du produit APPLE et que le numéro de série n’apparaissait pas sur la facture… il était impossible pour moi de prouver la date d’achat à APPLE.

Incompétent ou malhonnête(?) n’a pas offert le retour/remboursement.

APPLE a fini par gérer ma réclamation ils connaissent bien Rue du Commerce et Espace-Disque maintenant 

A fuir.
",Negative,Electronics,2024-04,0
SAV catastrophique.,1,2024-02-15 00:00:00,"SAV catastrophique.
Je leur ai retourné deux aspirateurs défaillant sous garantie qui on été acheter en même temps au moi de février.
Après de nombreux appels et messages toujours pas de retour de mes aspirateur ni de remboursement.
Dernier message reçu aujourd'hui, m’indiquant que l'un des aspirateur m'avais été remboursé l'année dernière lors d'une précédente prise en charge SAV, alors que celui-ci m'avait été échangé par un neuf (donc non remboursé), celui-ci est malheureusement de nouveau tombé en panne cette année.
J'ai bien des preuves dans l'historique de mes message sur leur site qu'il ont bien réceptionné deux aspirateur, mais rien n'y fait il n'ont pas l'air de comprendre.
Et le SAV téléphonique ou il est difficile de comprendre et de se faire comprendre n'arrange en rien. 
Vais-je devoir lancer un procédure juridique pour deux aspirateur ???   ",Neutral,Customer Service,2024-02,0
