id,title,rating,date,body,sentiment,category,satisfied,text
45,Ils ne méritent même pas une etoile c est une arnaque,1,2024-06-26 00:00:00+00:00,"J ai acheté un pack office chez Cdiscount. J ai bien reçu le mail du vendeur, avec une notice pour bénéficier du pack sur Microsoft avec identifiant et mot de passe qui étaient inutilisables. Ayant pris contact avec le vendeur pour exposer mon problème, il a fini par répondre après plusieurs échanges de copier coller de leurs réponses que j avais réussi à me connecter et que j avais changé le mot de passe. Si j avais pu le faire, je n aurais même pas pris le temps de les contacter. Service client Cdiscount inefficace, qui fait tourner en rond pour faire lâcher prise aux clients. C est une grosse arnaque m. Je précise que c est ma deuxième expérience      ",Negative,Customer Service,0,"Ils ne méritent même pas une etoile c est une arnaque J ai acheté un pack office chez Cdiscount. J ai bien reçu le mail du vendeur, avec une notice pour bénéficier du pack sur Microsoft avec identifiant et mot de passe qui étaient inutilisables. Ayant pris contact avec le vendeur pour exposer mon problème, il a fini par répondre après plusieurs échanges de copier coller de leurs réponses que j avais réussi à me connecter et que j avais changé le mot de passe. Si j avais pu le faire, je n aurais même pas pris le temps de les contacter. Service client Cdiscount inefficace, qui fait tourner en rond pour faire lâcher prise aux clients. C est une grosse arnaque m. Je précise que c est ma deuxième expérience      "
46,Société qui protège les vendeurs Tiers…,1,2024-06-26 00:00:00+00:00,"Société qui protège les vendeurs Tiers escrocs sur leur site, malgré que le vendeur à que des avis négatifs... Donc ne rembourse pas. Répression des fraudes direct ! ",Negative,Marketplace,0,"Société qui protège les vendeurs Tiers… Société qui protège les vendeurs Tiers escrocs sur leur site, malgré que le vendeur à que des avis négatifs... Donc ne rembourse pas. Répression des fraudes direct ! "
47,Totalement décu par leurs inaction,1,2024-06-27 00:00:00+00:00,"Totalement décu par leurs inaction.  Souci du micro et ils n'arrivement pas à faire le retour au vendeur de leur marketplace.  Il va sans dire que l'a connection CD est moi vient de terminer sur cet affaire. Too bad. Escroqué par le vendeur sur leur site, ensuite par leur assurance de 39.99 qui ne vaut rien. Je n'ai jamais eu de souci avec le site avant ce jour. ",Negative,Shipping,0,"Totalement décu par leurs inaction Totalement décu par leurs inaction.  Souci du micro et ils n'arrivement pas à faire le retour au vendeur de leur marketplace.  Il va sans dire que l'a connection CD est moi vient de terminer sur cet affaire. Too bad. Escroqué par le vendeur sur leur site, ensuite par leur assurance de 39.99 qui ne vaut rien. Je n'ai jamais eu de souci avec le site avant ce jour. "
48,site en complète désuétude,1,2024-04-24 00:00:00+00:00,site résiduel d'une splendeur passée Cdiscount suit la descente aux enfers de Casino ... lorsqu'on achète dans le market place la garantie court vraiment jusqu'à la touche entrée pour valider le paiement. j'ai acheté une tronçonneuse d'une marque chinoise fuxtec qui est tombée en panne en pleine forêt au bout d'une heure...ils me demandent de renvoyer l'appareil pour analyse durant au moins 3 semaines sans autre forme de procès quel manque de sens commercial. Cdiscount c'est bien fini pour moi et bientôt pour tout le monde...,Negative,Marketplace,0,site en complète désuétude site résiduel d'une splendeur passée Cdiscount suit la descente aux enfers de Casino ... lorsqu'on achète dans le market place la garantie court vraiment jusqu'à la touche entrée pour valider le paiement. j'ai acheté une tronçonneuse d'une marque chinoise fuxtec qui est tombée en panne en pleine forêt au bout d'une heure...ils me demandent de renvoyer l'appareil pour analyse durant au moins 3 semaines sans autre forme de procès quel manque de sens commercial. Cdiscount c'est bien fini pour moi et bientôt pour tout le monde...
49,Qualité et choix des articles de qualité,5,2024-06-20 00:00:00+00:00,"Qualité et choix des articles, meilleur prix, facilités de paiements abordables ",Negative,Marketplace,1,"Qualité et choix des articles de qualité Qualité et choix des articles, meilleur prix, facilités de paiements abordables "
50,"Absolument catastrophique, à fuir",1,2024-06-26 00:00:00+00:00,"Absolument catastrophique. Su Cdiscount à volonté il faut bien fouiller parce que les prix sont souvent plus chers que la concurrence avec de faux prix de référence. Mais le pire, c'est l'absence totale de service. Il vaut mieux ne pas avoir de problème. J'ai acheté un Samsung chez un vendeur Marketplace qui a eu un problème pendant la garantie. Après vérification auprès de Samsung, le numéro de série est douteux, non prix en charge. Le téléphone a un problème connu sur ce modèle. Cdiscount me demande de renvoyer le téléphone au vendeur. Le vendeur écrit une fausse expertise ridicule qui semble être faite par un collégien où il n'y a aucune information, la répétition des même phrases et n'applique pas la garantie légale. Des dizaines d'acheteurs semblent avoir eu la même mésaventure. Malgré tout Cdiscount n'intervient pas, laisse les acheteurs se faire escroquer et continue à travailler avec ce vendeur. Ce vendeur multiplie depuis des mois des avis 1 étoile avec exactement le même problème. ça ne semble pas déranger Cdiscount de laisser ses clients se faire escroquer. Vraiment déplorable et décevant !",Negative,Electronics,0,"Absolument catastrophique, à fuir Absolument catastrophique. Su Cdiscount à volonté il faut bien fouiller parce que les prix sont souvent plus chers que la concurrence avec de faux prix de référence. Mais le pire, c'est l'absence totale de service. Il vaut mieux ne pas avoir de problème. J'ai acheté un Samsung chez un vendeur Marketplace qui a eu un problème pendant la garantie. Après vérification auprès de Samsung, le numéro de série est douteux, non prix en charge. Le téléphone a un problème connu sur ce modèle. Cdiscount me demande de renvoyer le téléphone au vendeur. Le vendeur écrit une fausse expertise ridicule qui semble être faite par un collégien où il n'y a aucune information, la répétition des même phrases et n'applique pas la garantie légale. Des dizaines d'acheteurs semblent avoir eu la même mésaventure. Malgré tout Cdiscount n'intervient pas, laisse les acheteurs se faire escroquer et continue à travailler avec ce vendeur. Ce vendeur multiplie depuis des mois des avis 1 étoile avec exactement le même problème. ça ne semble pas déranger Cdiscount de laisser ses clients se faire escroquer. Vraiment déplorable et décevant !"
51,tout est parfait,5,2024-06-27 00:00:00+00:00,"tout est parfait, la rapidité ",Positive,Uncategorized,1,"tout est parfait tout est parfait, la rapidité "
52,Produit défectueux j'ai acheter un…,1,2024-06-25 00:00:00+00:00,Produit défectueux j'ai acheter un téléphone portable une semaine après l'écran était déjà hs je contacte le vendeur je doit payer un colis pour leur renvoyer en réparation du grand n'importe quoi .,Negative,Electronics,0,Produit défectueux j'ai acheter un… Produit défectueux j'ai acheter un téléphone portable une semaine après l'écran était déjà hs je contacte le vendeur je doit payer un colis pour leur renvoyer en réparation du grand n'importe quoi .
53,Cdiscount ne respecte pas ses clients,1,2024-06-18 00:00:00+00:00,"Cdiscount ne respecte pas ses clients, ils ne respecte pas leurs conditions générales et le délai de garantie légale, j'ai du payer 31€60 de retour soit disant remboursable qu'il refuse de me rembourser et en plus j'ai demandé un échange du produit défectueux qu'il refuse car le produit n'est pas disponible alors qu'il est bien en stock. VOLEUR!!!",Negative,Customer Service,0,"Cdiscount ne respecte pas ses clients Cdiscount ne respecte pas ses clients, ils ne respecte pas leurs conditions générales et le délai de garantie légale, j'ai du payer 31€60 de retour soit disant remboursable qu'il refuse de me rembourser et en plus j'ai demandé un échange du produit défectueux qu'il refuse car le produit n'est pas disponible alors qu'il est bien en stock. VOLEUR!!!"
54,"Des années que je suis cliente,jamais…",5,2024-06-17 00:00:00+00:00,"Des années que je suis cliente,jamais de problèmes,j'achète souvent,suis satisfaite.
",Negative,Customer Service,1,"Des années que je suis cliente,jamais… Des années que je suis cliente,jamais de problèmes,j'achète souvent,suis satisfaite.
"
55,marchandise non conforme,1,2024-06-17 00:00:00+00:00,"Achat de coques de téléphone Galaxy S21+ et S8
S21 trop petites, S8 trop grande.
Les vendeur demande que je retourne à mes frais les produits pour remboursement (coques expédiées par 2 sociétés différentes) coût 10€ pour 18€ d'achat
une honte j'étais client depuis plusieurs années, c'est fini!!!!
Voici la réponse de CDISCOUNT lorsque l'ont écrit un avis négatif
Bonjour Thierry,

Nous vous remercions d’avoir pris le temps de nous donner votre avis sur Coque pour Samsung Galaxy S8+.

Conformément à notre politique de traitement des avis clients accessible ici, il ne pourra être publié.

Celui-ci fait état d’une difficulté que vous avez rencontré lors de votre dernière commande et nous en sommes désolés.

Pour toute question ou demande d’informations, vous pouvez nous contacter depuis votre Espace Client rubrique "" Mes Commandes "".

Nous vous remercions de votre compréhension.

À très bientôt,
L'équipe Cdiscount",Neutral,Electronics,0,"marchandise non conforme Achat de coques de téléphone Galaxy S21+ et S8
S21 trop petites, S8 trop grande.
Les vendeur demande que je retourne à mes frais les produits pour remboursement (coques expédiées par 2 sociétés différentes) coût 10€ pour 18€ d'achat
une honte j'étais client depuis plusieurs années, c'est fini!!!!
Voici la réponse de CDISCOUNT lorsque l'ont écrit un avis négatif
Bonjour Thierry,

Nous vous remercions d’avoir pris le temps de nous donner votre avis sur Coque pour Samsung Galaxy S8+.

Conformément à notre politique de traitement des avis clients accessible ici, il ne pourra être publié.

Celui-ci fait état d’une difficulté que vous avez rencontré lors de votre dernière commande et nous en sommes désolés.

Pour toute question ou demande d’informations, vous pouvez nous contacter depuis votre Espace Client rubrique "" Mes Commandes "".

Nous vous remercions de votre compréhension.

À très bientôt,
L'équipe Cdiscount"
56,Société à fuir,1,2024-06-21 00:00:00+00:00,"Société à fuir, c discount ne respecte pas ses clients, aucune prise en charge des réclamations et surtout réponse totalement irrespectueuse
Délai annoncé non respecté
Ne pas acheter de meuble ou de gros achats sur ce site
Préférer la concurrence
C discount mauvaise. Experience client ",Negative,Customer Service,0,"Société à fuir Société à fuir, c discount ne respecte pas ses clients, aucune prise en charge des réclamations et surtout réponse totalement irrespectueuse
Délai annoncé non respecté
Ne pas acheter de meuble ou de gros achats sur ce site
Préférer la concurrence
C discount mauvaise. Experience client "
57,Parfait une entreprise FR en plus!,5,2024-06-28 00:00:00+00:00,Parfait une entreprise FR en plus!,Neutral,Uncategorized,1,Parfait une entreprise FR en plus! Parfait une entreprise FR en plus!
58,Achat très fluide et rapide,5,2024-06-26 00:00:00+00:00,Achat très fluide et rapide. Produit recherché trouvé immédiatement,Neutral,Marketplace,1,Achat très fluide et rapide Achat très fluide et rapide. Produit recherché trouvé immédiatement
59,Deux semaines que j’essaie d’obtenir un…,1,2024-06-13 00:00:00+00:00,"Deux semaines que j’essaie d’obtenir un remboursement de la part d’un vendeur qui essaie de me forcer à garder l’objet alors que je suis dans les délais de rétractation.
Le vendeur me balade exprès, répond tous les deux jours complètement à côté de la plaque et fait durer le truc histoire de ne pas rembourser.
Je fais intervenir cdiscount une première fois et arrive à obtenir une adresse de retour , suite à quoi je paie 11€ de frais de retour de ma poche .
Ce jour le vendeur m’indique ne pas me rembourser et m avoir envoyé un nouveau colis avec le même objet dedans. (Que je vais sûrement devoir renvoyer encore à mes frais?????) , ne me rembourse toujours pas.
Cdiscount ne m’a pas remboursé non plus depuis, et ne fait rien pour recadrer leurs vendeurs qui abusent et prennent 2 semaine pour envoyer une adresse de retour, et combien de semaine supplémentaire pour me rembourser ?? 
Une honte .",Negative,Customer Service,0,"Deux semaines que j’essaie d’obtenir un… Deux semaines que j’essaie d’obtenir un remboursement de la part d’un vendeur qui essaie de me forcer à garder l’objet alors que je suis dans les délais de rétractation.
Le vendeur me balade exprès, répond tous les deux jours complètement à côté de la plaque et fait durer le truc histoire de ne pas rembourser.
Je fais intervenir cdiscount une première fois et arrive à obtenir une adresse de retour , suite à quoi je paie 11€ de frais de retour de ma poche .
Ce jour le vendeur m’indique ne pas me rembourser et m avoir envoyé un nouveau colis avec le même objet dedans. (Que je vais sûrement devoir renvoyer encore à mes frais?????) , ne me rembourse toujours pas.
Cdiscount ne m’a pas remboursé non plus depuis, et ne fait rien pour recadrer leurs vendeurs qui abusent et prennent 2 semaine pour envoyer une adresse de retour, et combien de semaine supplémentaire pour me rembourser ?? 
Une honte ."
